start	end	text
0.6405535585909418	6.725812365204889	me avisas y empezamos a grabar me avisa tomis isleán que ya estamos grabando es decir que esto que
6.745829663910856	13.411590132997842	están ustedes viendo es el inicio oficial de la tercera temporada del método puede ser algunos
13.451624730409778	17.935499640546368	anuncios de rigor en principio si me están viendo mejor no es solo porque yo año a año cada vez
18.01556883537024	22.6395648364486	me veo mejor eso es una parte de la realidad la otra es que hemos sido iluminados por foto
23.01989351186197	25.522055850107837	No sé si lo ven. Hay una nueva apuesta escénica.
26.064159461047684	30.00589594526528	en el método, que además va a ir mejorando con el tiempo, porque Photo Experience es la
30.025904759905977	33.24732391705843	casa de fotografía número uno del país. Eso es algo que también la gente tiene que saberlo.
33.86759717092008	35.008099605439895	Perdón, Tommy, ¿qué me hiciste?
35.02810842008059	37.5092014355272	Que tiene cursos.
37.5292102501679	41.070770441571526	Ah, pero Tommy, me extraña. Si estamos hablando de Photo Experience, estamos en sus cursos,
41.09077925621223	45.89289476997986	sus profesionales, sus profesores. Básate que si me vuelte eso, que no te escucho porque...
45.91290358462055	47.47359112659504	No, no, link en la descripción.
47.49359994123573	51.395318796171935	Y hay, por supuesto, link en la descripción para las personas que quieran adquirir los
51.41532761081263	53.15609448455339	productos de foto experience lo van a poder hacer.
54.440088523890786	57.471039889078504	va a ser un poco más así este año. Hay más chivos, hay más cosas que se van a ir enterando.
69.46032339897775	74.40301544648227	Yo, en este momento, estoy exultante de felicidad.
74.56310263830427	75.60366938514733	Bueno, no parece.
75.74374567799158	77.40465029314493	No parece, estoy más serio todavía.
77.76484647474445	81.40683008869513	Si la gente exultante suele estar a los saltos, suele ser...
81.58692817949489	82.84761481509321	¿Qué es una felicidad más estática?
82.92765841100422	84.42847583433554	Especialmente en los medios, ¿no?
84.6485957230908	84.88872651082382	Sí.
85.14886819753458	90.55181092152736	El hombre mediático está muy preocupado de que se le note su felicidad,
90.57182182050512	94.45393622218882	o en todo caso, de transmitir una felicidad que acaso no siente.
95.31440487823211	98.25600702796152	Entonces, alta, gesticula, exagera.
98.73626860342755	100.73735850120265	mueve las manos cuando llena la música.
100.79851247116494	106.32368548154557	ese tipo de cosas. Bueno, pero acá tenemos, como vos habrás notado, un ensamble más,
106.50385416666667	111.10816500865053	uno dice medio y uno piensa en medios, no sé si piensa en el método. El método es casi una
111.14820249423299	115.55232590830451	pime, te diría, es una intendencia familiar con acomodos, nepotismo, todo.
116.59687317251463	117.3399835526316	Y está muy bien también.
144.87100224396707	151.0922607048264	desde, no sé, tener 16 años y leer crónicas del Ángel Gris, ¿viste?
151.17227689081815	155.67318735285465	Entonces, hay algo que a mí se me juegan esto, por eso digo, es una confesión de
155.6931913993526	159.23390762948796	parte para que sepas con qué contas del otro lado. A mí se me juega, no sólo una
159.2539116759859	163.2547209755739	responsabilidad frente a quien esté mirando, que es menor, me importa un poco
163.27472502207183	167.99567999558568	menos, pero sí a quién fui, ¿viste? Hay un joven de 16 años que me está en este
168.01568404208362	169.99608464537965	momento tomando punto de lo que hago.
170.93627483078285	174.6170193864038	¿Y vos crees que ese joven tiene autoridad moral sobre ti?
174.9170800838729	176.31736333872868	Uff, quizás es quien más la tiene.
177.0781686681223	183.3823239628821	Yo creo lo contrario, yo era una persona tan poco recomendable cuando tenía 16 años
184.10279885371182	189.12610989810773	que en verdad soy yo el que está continuamente jugando a aquel chico que fui.
189.30622862081515	191.10741584788937	¿Lo lograste revertir entonces eso?
191.14744223071324	199.79314092066957	Como decía Homero Mansi en un poema no muy conocido, él decía si yo tuviera 10 años, bla, bla, bla.
200.45357623726346	201.23409070232896	y dice, entonces...
202.75627180232556	208.57897407945737	El niño que hay en mi hombría mataría al hombre que hubo en mi niñez.
209.53941981589145	210.13969840116278	Excelente.
210.47985626614985	214.84188065245476	Y es verdad que muchos de nosotros en forma precoz
216.4426235465116	225.8269787629199	hemos contraído una cierta condición de canallas que después cuesta toda una vida lijar.
226.16713662790698	227.64782380490956	Depurarlas, Capas, también.
228.308130248708	230.5291610142119	Puede ser, yo capaz lo asociaba a...
232.63087404010238	237.77265571672353	Quizás hay algo en la juventud, en esos primeros momentos, o en mi caso al menos,
237.81266958191125	243.91478402303756	como estas ínfulas de grandeza, de moralidad, de búsqueda, de los propósitos grandes,
245.33527623720136	250.03690539675767	que yo lo he encontrado, por ejemplo, en tu literatura, en tus premisas, en esas cosas,
250.47705791382253	251.49741147610922	que me parece que una vez es...
252.63846601711026	257.2992042934094	Siento que le rinde cuentas a ese niño, a esa persona que uno dijo que el que quiere
257.3192074619772	262.8200788181242	ser cuando seas grande, ¿viste? ¿Vos te pasa que vos de chico querías ser el
262.86008515525987	268.92104523130547	dolina que eso soy, por ejemplo? Yo de chico quería ser todo, de manera que era fatal que
268.9410483998733	274.48192609315595	algún sueño se cumpliera. Yo quería ser todo, era muy hospitalario con mis sueños.
275.38206867870724	281.6830667775666	Entonces tenía yo un umbral en mi casa de la niñez, donde me sentaba.
282.8036847527473	286.44483859890113	con un pedazo de pan con manteca y azúcar.
286.7849463757397	287.0450287933221	Buenísimo.
287.0850414729502	294.2873238060017	Es un manjar que ahora es inaccesible al gusto de nuestro tiempo.
295.78779929205416	297.2082494188504	Y pensaba cosas.
297.32828745773463	298.04851569103977	A ver, ¿qué querías?
298.0685220308538	299.448959478022	Se lo pensaba seriamente.
301.329555420541	303.4502274408284	Por ahí andaban colectiveros, por ejemplo.
305.031708881579	311.01515131578947	pero también estaba periodista, digo pero también como si yo fuera periodista no lo logré, no
311.03516282894736	319.2198717105263	quise finalmente hacerlo, pero ahí estaba un poco todo, parecía... no es que estaba eligiendo,
319.2598947368421	331.2067680921053	no, no estaba preparándome a recibir lo imprevisible y así fue, así fue, me hice.
332.60954861111117	339.24425972222224	anhelos, mis vocaciones se desarrollaron de manera imprevisible.
340.40879811026355	347.49079273578366	Y lograste muchas. O sea, de hecho, algo que te quería preguntar es para vos, yo creo que
347.51079837031904	353.25241548196954	sos un artista, porque vos podés escribir, vos podés hacer radio, vos podés entretener,
353.29242675104024	361.8948496012483	vos podés hacer reír, podés hacer música. Eso tiene cierto riesgo, ¿viste? La posibilidad
361.9148552357837	365.15576803051323	de hacer un todo es como un malabarista chino. O sea, capaz hay muchos platillos al mismo
365.1757736650486	365.4758581830791	tiempo.
368.07320375387	373.5959808436533	quisiera que la lista no fuera tan extensa, porque si no tendrían razón mis tías que
373.6159909055728	381.13977418730656	decían, que el que mucho abarca, etcétera. Y sin embargo ha venido a darme la razón,
383.22082062693505	392.56551954334367	cierta situación que se da en el posmodernismo, que es que hay una articulación de distintas
392.5855296052632	394.8666766640867	habilidades que quizá no existía antes.
397.0688188391442	400.4306492670365	Y hoy no estoy seguro de que baste un mero pianista.
402.35169522583203	404.41281745245647	Hay que articularlo con alguna otra cosa.
404.43282834786055	413.2976550118859	Y esa característica de la posmodernidad, de algún modo,
413.31766590729006	417.5799866283677	me evita las recriminaciones de mis tías.
418.1603025950872	419.48102169175917	Pero no así las medidas.
420.72248621323536	428.2245228943851	que creo que, efectivamente, en alguna de estas disciplinas no puede alcanzar la preparación
428.2445283255348	429.204789020722	correspondiente.
430.10503342245994	435.28644009024066	O sea, ¿te vino bien el aura posmoderna para poder excusarte un poquito de ciertas definiciones?
435.3064455213904	436.3267225100268	Sí, está bien eso.
437.0669234625669	443.62870487967916	Puedo admitir que tiene cierta gracia, pero a mí me hubiera gustado ser un poco más
443.6487103108289	446.9296010193851	si extra en alguna de estas disciplinas, pero a lo mejor...
448.07125103135314	452.63948122937296	El riesgo de esa profundización hubiera sido tener que borrar alguna.
452.7596978135314	453.8216109735974	Claro, lógicamente.
454.14218853135316	455.86529290429047	En el que borrar algunos cariños, claro.
455.9654733910891	457.14760313531355	¿Hay alguna que vos digas?
458.2124326288498	460.93371484129483	Yo soy más esto y a veces incursión o...
460.9537242693275	461.8341391027656	Escribir, seguramente.
462.1342805232559	462.5344690839095	Escribir.
462.63451622407297	464.27528932275305	Sí, pues yo me preparo para eso, sí.
464.7955344516028	465.2157324402892	Escribir.
465.83602470930236	468.0170523648649	O sea, es segunda confesión.
468.5973257778127	469.93795745600255	A mí me pasa algo con la literatura.
470.7383345773099	472.89935280483974	Yo me auto-percibo un escritor.
472.9993999450032	476.0608424340038	El tema es que no tengo evidencias para comprobarlo.
476.08085186203647	479.3824074874293	O sea, no puedo agarrar y decir, miren lo que escribí.
479.4624451995601	480.162775180704	No tengo nada, me cuesta.
480.2027940367694	481.72351056725336	Estoy tratando de escribir en este momento.
482.0436614157763	482.70397254085486	No está bien.
483.2442270977373	484.40477392363294	Llevo a su tiempo.
485.1051039047769	486.14559416247647	Me parece muy difícil.
486.5057638670648	488.9669235150849	Pero, ¿qué tiene que ver con él?
488.92779437263556	490.8886439943254	Me parece, lo hablaba a la vez...
490.90865266393445	492.76945893757886	Pero está bien que lo sientas como difícil.
493.44975370428756	493.86993576607824	¿Está bien?
494.0500137925599	496.2909847887768	Es que es peligroso creer que algo es fácil.
498.5719731242119	501.83338627049187	Imagínate, un agarre y se puede escribir lo primero que le sale
502.2935856715007	504.25443529319045	y como ya he recibido el todo uno que es fácil,
505.51498147856245	508.7163686160152	piensa que debe salir esa dificultad.
510.2570361759143	513.1582932692309	Y entonces se contenta con lo primero que sale.
516.3396717370745	516.8799058165196	Yo creo que el...
518.5816469594595	526.8660972051598	La virtud de un escritor recibe mucho en su propia desconfianza.
527.886645423833	529.3274193796069	El escritor tiene ese desconfiado.
530.9482900798527	537.3117083845209	Así empieza a leer de nuevo, a fijarse si todas las palabras apuntan para el mismo lado.
537.8720093673219	538.9125683353809	Vamos, es corregir.
540.4333852886979	544.7557071560198	El escritor que está demasiado confiado, que tiene muchos amigos que le dicen que es genial,
546.2164918611794	547.4771690724816	Enseguida se contenta con...
548.038573792835	548.7390508177571	con lo que ha hecho.
549.6396641355141	554.382894275701	¿Y a vos te pasa escribiendo que capaz te peleas con el texto
554.4029079049844	555.0433440420561	con lo que escribí?
555.1233985591902	556.3642435747664	Sí, me pego con todo.
556.4042708333334	559.9066559579439	Yo sufro mucho cuando escribo porque no logro lo que quiero.
562.0681279205609	565.3303494937695	Y entonces ahí estoy peleándome,
566.0108128894082	572.5952969236761	consultando, borrando, repintiéndome.
572.6753514408101	577.7588132788163	hasta que después vienen mis editores y me amenazan con...
579.02052175458	584.4415917166773	un juicio tremendo, entonces ahí voy y publico cosas como esa.
585.4017812302591	588.2223379264057	Muy bueno, muy bueno, o a vos, o a vos no te parece.
588.2823497710045	590.4627801247632	No, a mí me parece que me parece que está bien.
591.0228906743525	594.0834947488946	Mal haría yo en decir, no, me parece que no, o pierda bien.
594.1034986970942	595.803834294062	Me parece que puedo hacer algo mejor que eso.
595.8238382422617	597.9042488550222	Bueno, si puedes hacer algo mejor, porque no lo haces.
597.9442567514214	600.4247463281745	Hacelo. Hacelo, que vas a menos.
601.1048805669616	602.7452043193305	No, eso es lo mejor que yo puedo hacer.
603.1252793351233	603.725397781112	Esto es lo mejor.
603.7454017293115	604.9456386212888	Sí, lo mejor que se puede hacer.
605.2256938960835	607.3061045088441	Todo es lo mejor que yo pueda hacer, lamento decir.
608.3671666364297	610.3487831095792	Si pudiera hacer algo mejor, pues lo haría.
611.2695341981133	613.291183327286	Bueno, eso es excelente también, o sea, haber ido a fondo,
613.3111996552976	616.3336651850509	tener como la certeza de decir, acá yo hice lo mejor.
616.3536815130625	617.0942856494921	Esto de yo, sí.
617.6947754898405	619.7964899310596	No se trata de mucho más que eso, en última instancia.
619.8165062590712	621.1375839078376	Claro, claro.
621.4778614840349	625.1408495101597	Yo me pasa vista a veces escribiendo que me cuesta mucho
625.180882166183	627.3626619194486	que algo resista a mi propio juicio pasado el tiempo.
627.3826782474601	628.9839844883891	A veces siento que estoy en un racha de inspiración
629.0040008164007	630.4651927612483	y lo elevo a los dos meses y digo, esto es genial.
630.4852090892599	632.8271194666183	¿Tiene miedo al juicio de los demás?
633.9692207161363	637.5299618338269	al juicio de los académicos.
638.1300867413028	643.2711567820133	Mira, los académicos menos porque mezcudo también en algo que me gusta mucho,
644.0113108345671	645.7316689026648	algo que decía Macedonio Fernández,
645.7516730662473	650.7527139618802	viste, sobre el academicismo extenuante de la época, que él quería ser una legato
650.7927222890452	655.0536091321244	propación en contra de como agarrar y romper esas cosas, viste.
655.7337506939305	657.6941587250186	Esas cosas me inspiran a mí, me encantaría...
659.095208141144	661.6967821725093	esto ya es muchísimo. Me encantaría poder formar parte de la
661.7368063883764	665.4590584640222	constelación de aquello a lo que admiro, ¿viste? Ya es como un montón. Pero en esas
665.4990826798894	670.6221823108857	personas, en esas personas que un poco se cagan en esas cosas, yo encuentro
671.322606088561	675.1649308118082	admiración y empatía. Entonces, si vos me decís, los académicos no sé. Yo creo que
675.2049550276754	677.9666259225093	para los académicos yo voy a escribir mal, yo creo que escribo mal por eso.
678.0479731425703	682.6941846552879	Me gusta que hago todo esto sin tener nada, para vosotros tengo un papel escrito, es todo abstracto.
683.0546665829987	685.137451054217	Pero está bien decidir ser escritor,
685.5780400769746	687.6808513219546	autopersibirse como un escritor,
688.281654534806	689.0626987115128	antes de escribir.
689.403153865462	689.9639035307899	Exacto.
690.0440106258368	690.0640373995985	e
696.1856278988869	704.7882871444033	Voy a las reuniones de la S.A.D., me postulo para las listas en sus elecciones internas
705.2484293831169	711.6304021722326	y contesto cuando me preguntan en la calle la policía que soy escritor. Ya tendré
711.6504083565245	717.5722389069265	tiempo a escribir. Exactamente. Te mentiría si te dijera, no, no me importa lo que digan,
717.7322883812617	722.4537478741497	me importa lo que digan algunas personas. Entonces, ¿por qué me da miedo la escritura?
723.6341127473718	725.2546136750155	yo siento que me expone de verdad.
726.3155421819788	728.4761623233217	Te soy completamente honesto. ¿Hacer esto, por ejemplo?
728.6962254858657	732.0171786660778	Esto, para mí, tiene como un grado de facilidad mayor,
732.0371844081272	733.3975748674912	lo siento más natural, lo siento...
733.6576495141343	734.8579940371026	Perentorio, lo siento como...
734.8980055212014	735.7782581713782	Pero es más fácil.
736.0383328180212	736.7385337897528	Más fácil.
736.8185567579505	739.559343418728	La radio es extraordinaria.
739.6193606448763	741.860003754417	Nosotros vamos a un horario todos los días,
742.240112853357	744.5607789310955	hay unos amigos, nos rellemos un poco.
745.0209109982333	746.8014220406361	Seguimos el tono, hay una conversa.
746.8214277826855	749.7422661219082	Es más fácil conversar que escribir la divina comedia.
750.202398189046	750.5224900618375	¡Vamos!
752.5440140124556	758.0884499555161	¿Y la escritura? No, la escritura no tiene eso, tiene en principio una soledad aterradora
758.3486581405695	766.9555442615658	y una complejidad, finalmente, que es mayor que está de conversar y de armar más o menos
766.9755602758007	768.5167933718861	bien el sujeto si predicados.
768.7970175711744	773.6408930160143	Exacto, en el libro de hecho se juega lo mismo que de si es vos, en el libro si yo hago un
773.6609090302492	777.0836474644128	proceso, lo concluyo, lo termino, lo publico, de verdad significa que es lo mejor que puedo
777.1036634786477	778.8050246886121	¡Muchas gracias!
778.2661752892031	781.1483153920309	Y ahí sí, si a la persona que me importa su opinión me dice,
781.5085829048843	783.2698907455014	la verdad que es una cagada lo que hiciste,
783.3499501928021	786.1320159865039	eso es de verdad donde intente ir a fondo.
786.2320902956299	786.4722686375321	Claro.
786.7524767030849	787.9733832744216	Y ahí mostrarás las costillas,
787.9933981362468	789.9948843187661	yo siento eso, que la escritura te desnuda en serio.
790.3151221079692	792.0564150867609	La radio estaba haciendo un chiste, bueno,
792.0764299485861	793.9177972365039	fue un programa de una vez, qué sé yo.
794.0579012692803	796.6598333065554	Creo que la radio es así, tiene una...
797.1001602667095	801.1631772172237	Libia Andá, que le es inerente, pero está bien.
802.0638459993573	802.6442769922879	No está bien.
804.1654064910026	806.3470264299486	¿Cómo vences ese temor, entonces, escribiendo?
806.3670412917738	806.907442561054	como
807.1691102099237	809.2703625954199	No, no, no se ven, sí. ¿Para qué hay que vencer?
809.5905534351145	811.6717938931298	No se ven, sí. ¿Para qué hay que vencer temores?
812.8925214694657	814.0932371183206	Pues ya pasa con miedo.
815.5541078244275	816.2145014312978	Es espectacular.
816.2345133587787	816.5346922709924	Hay que...
816.6547638358779	821.7978291984733	A las cosas más graves de la vida hay que diron que se ha muerto de miedo.
822.3781750954199	824.0791889312978	Si uno espera vencer los temores,
825.2999165076337	827.9214790076337	a veces tiene que esperar edades
828.5418487595421	831.163411259542	tan provectas como para que uno ni siquiera tenga miedo.
832.8256832298138	840.1905046583852	Si es mejor ir con el miedo juvenil que uno tiene, a que lo destruyan.
840.7508715062113	842.6120899650622	Es que lo revienten, digamos.
842.6521161684783	845.6540814246895	No tiene más miedo, con el más joven tiene mucho más que perder.
847.7754702057454	849.9769113936336	¿Vos a qué edad escribiste crónicas del Ángel Gris?
852.6386539208074	856.6212611607143	Ah, yo no me sigo, yo me he muerto que era el mismo, me he muerto que era el mismo.
855.9819011287626	856.9822773829432	Y esa fue, o sea...
857.4624579849499	859.003037416388	No, pero eso ya lo había escrito.
859.0230449414717	862.9645273829432	Las crónicas del ángel gris son una recopilación de textos
863.3646778846154	866.9260173494984	que yo había escrito para la revista Humor en casi todos los casos
867.4462130016723	872.9682899247492	y como ejercicio privado en otros.
873.6285382525084	876.9097723662209	De manera que al publicarse el libro los textos ya tenían como 10 años.
877.2699078177259	877.6900658444818	Ah, claro.
878.3503141722409	879.3306829013379	En algunos casos, ¿no?
879.9509161789299	882.3518191889633	así que puede haberlos escrito a los 30.
884.8544504474487	888.9580609767709	Y lo publicé, creo, a los 40, me pareció un poquito más, tal vez.
889.9789592060168	893.8023231626048	Yo no estaba muy interesado en publicar libros.
894.462904369764	900.0278005997716	Yo fue una ocurrencia de Andrés Casión y me hubo que tener que hacer un libro con estas crónicas,
900.0478182121097	901.0486988290176	que tenés que hacer un libro.
902.6701254284083	907.1140353674791	realmente se publicó y carrizo antonio me dijo
909.3817418606365	912.5029484015911	algo que me gustó cuando examinó el libro.
913.2832500368297	915.7442013479671	Y, si bueno, te diste cuenta, pero hace escrita una novela,
917.3448200869182	922.0066221641132	estas crónicas donde se repitan personajes,
923.0070088759576	928.5891667280496	donde se van trazando algunas líneas en sus conductas,
930.0497313273424	935.0116494180908	donde hay unos ciertos ribores que aparecen a lo largo
935.0316571523276	936.6122681570419	de todos los artículos que parecen,
937.5726394004125	939.1332426708898	en principio parecen diferentes.
940.9743259803922	945.5950337009805	Yo creo que dijo Antonio, que son una novela, creo que tenía razón.
946.0751072303922	951.8159865196079	Tienen algo de federalismo, esos artículos,
952.0960294117648	954.3963817401961	en la medida en que tienen su independencia propia
954.9764705882353	958.837061887255	y, sin embargo, pertenecen a un corpus más grande y superior.
959.7972089460785	961.6774969362746	¿Y ese libro, vos, por ejemplo, decís,
961.7375061274511	964.9379963235295	no tenías interés en publicar o en escribir libros?
965.8581372549021	968.4985416666668	¿Ahí no eras un escritor o sí, lo que vos...
968.8986029411766	969.7387316176472	¡Mira como vos!
970.7995986785097	979.1445672660313	Sí, yo escribía cuentos. Yo escribía, había escrito algunos cuentos y desde luego las cosas que se publicaban en la revista Humor
980.1051391897748	986.0286660528598	tenían a mi juicio un contenido mucho más literario que periodístico, eran ficcionales.
986.7290830805894	990.7915018414212	no hablaban mal de los cantores ni cosa progresiva.
991.2729099930364	995.3543306058497	Lógico. Y te pasa, por ejemplo, creo que esto te lo escucho decir en algún lado,
996.374685759053	1000.0759740598887	indudablemente hay un recorrido desde Crónica del Ángel Gris hasta ahora,
1000.6161620821728	1002.156698293872	lo que vos podés publicar ahora. Sí, sí.
1002.9969907729806	1008.6389545612814	A vos te pasa que relees aquel libro y te gusta o agarrás, si decís, me esto...
1010.6996718314764	1015.3612943941505	No sé, no lo relego mucho, pero sí, lo hago a veces.
1018.7435049786044	1027.8897101300197	No me gustan tanto, ¿no? No me gustan tanto como estos que escribo ahora, porque hay algunos ingenuidades,
1027.9097237080316	1037.0959560154706	hay otras exageraciones propias del artista joven que tiene ganas de escribir todas las palabras que sabes.
1040.258101341343	1046.7224870391703	Pero bueno, tampoco reniego, no me arrepiento de los escritos, no sé qué está bien.
1046.7037325283084	1050.12547217799	No, claro, lo repenticen de cosas. Ojalá no te arrepentir eso, ¿por qué?
1050.3455840852794	1053.5071914808916	A veces puede ser que uno haya escrito verdadera gilada.
1054.2475678963199	1058.8098874292284	En el que caso no, tal vez yo no soy tampoco mucho más astuto ahora.
1059.5502638446567	1065.7734277689312	Ok. A mí, por ejemplo, la impresión una, una, sí, para hablar de esa hora en particular.
1065.7934379423211	1071.3362559713376	Voy a hacer una segunda cita a Macedonio, no hay muchas personas a quienes yo puedo decirle esto, pero...
1073.23843942604	1082.665469953775	Yo, con la categoría, hombres sensibles, refutadores de leyendas, es algo que a mí me legó un prisma para vivir mi propia vida, ¿viste?
1082.6854848805856	1090.83156009245	Y yo creo que eso acá viene... en realidad no, no es cita Macedo, ni es cita Borges, que agarra y dice, creo que la he imitado hasta el más de voto plagio.
1092.6929482858245	1095.6351425269647	Yo veo una evolución desde eso.
1096.5172547502136	1100.1389936485912	no sé si llamarlo evolución, ¿sabes cuál es la sanción que me dio cuando leía notas al pie?
1100.7793010781386	1101.2795412574724	que esta...
